0,Time,AAPL,SONY,TATAMOTORS.NS,TSLA
0,15:08:39,145.11,102.04,306.3,656.95
0,15:10:31,145.11,102.04,306.3,656.95
0,15:14:25,145.11,102.04,306.3,656.95
0,15:17:08,145.11,102.04,306.3,656.95
